@stream,copy_id,@freememory,@totalmemory,@datarate
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1471068192,1748500480,497.7600796416127
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1361848328,1748500480,594.5303210463734
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1649962760,2116550656,774.5933384972889
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2007772384,2164260864,521.376433785193
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1132326880,2164260864,690.6077348066299
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1952069048,2656043008,636.1323155216285
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1097541168,2656043008,652.7415143603133
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2024862312,2715287552,481.9277108433735
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1149920768,2715287552,647.2491909385113
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2293027864,2951217152,563.6978579481398
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1417199240,2951217152,579.0387955993051
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2530724624,2957508608,536.1930294906166
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1669463720,2957508608,741.839762611276
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2813081792,2964848640,674.7638326585695
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1940565096,2964848640,761.03500761035
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1107722208,2964848640,683.0601092896175
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2258086488,2967470080,711.2375533428165
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1367939368,2967470080,697.8367062107467
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2537212360,2967994368,634.5177664974619
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1658423920,2967994368,750.1875468867216
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2817563680,2969042944,767.4597083653108
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1933250152,2969042944,740.7407407407408
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,1092549104,2969042944,685.4009595613434
data,processing@vollmond.app.tu-dortmund.de-9ce028d0-32b3-4ca1-89c1-e2e162fbebf1,2212726584,2966421504,711.7437722419929
